date,n,k,gross_ls,net_ls,cost,equity_gross,equity_net
2023-05-05,10,2,0.05675124206009008,0.05635124206009008,0.0004,1.05675124206009,1.05635124206009
2023-08-04,10,2,0.1716982153490807,0.17129821534908068,0.0004,1.2381935443897318,1.2373023246067683
