date,n_events,n_long,n_short,mean_pred_long,mean_pred_short,ret_long,ret_short,ret_ls
2023-05-05,10,2,2,0.010754539810591067,-0.0021107796307835297,-0.05042086366192659,-0.00806188781682745,-0.042358975845099144
2023-08-04,10,2,2,0.01512448787141888,-0.005626766003858561,-0.03307064861980066,0.09932063317001072,-0.13239128178981138
