n_pairs,mean_gross,std_gross,sharpe_gross,mean_net,std_net,sharpe_net,hit_rate,cost_per_pair
371,0.016504436814087926,0.1326932032511132,1.9744780110531923,0.016104436814087925,0.1326932032511132,1.9266247450909677,0.5633423180592992,0.0004
