days,sharpe_gross,sharpe_net,maxdd_gross,maxdd_net,mean_turnover,mean_cost,avg_active,avg_long,avg_short
2037,0.020290103930317396,-0.037973280219006374,-0.5754374175009038,-0.6181093686259282,0.32450538061730994,6.490107612346199e-05,1.8895434462444771,0.8929798723613157,0.9965635738831615
