days,sharpe_gross,sharpe_net,maxdd_gross,maxdd_net,mean_turnover,mean_cost,avg_active,avg_long,avg_short
2037,0.13499065820945644,0.06701422919263915,-0.24998428466378353,-0.2609382971149803,0.32450538061730994,2.5890420221817092e-05,1.8895434462444771,0.8929798723613157,0.9965635738831615
