variant,days,sharpe_gross,sharpe_net,maxdd_gross,maxdd_net,mean_turnover,mean_cost,avg_active,avg_long,avg_short
base_oos_pred,2037.0,0.020290103930317396,-0.037973280219006374,-0.5754374175009038,-0.6181093686259282,0.32450538061730994,6.490107612346199e-05,1.8895434462444771,0.8929798723613157,0.9965635738831615
within_day_shuffle,2037.0,0.06411742509556637,0.0073952863874202,-0.7354369554307094,-0.7532958694202758,0.32568241500494816,6.513648300098964e-05,1.8713794796269023,0.8537064310260186,1.0176730486008836
